瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),老炼(hr),老荤(MJ/m2),傈款樊(10盒困),瘤搁柯档(∑C)
156,堡林,2022-08-19 11:00,29.9,,1.6,250,90,.4,1.57,8,37.7
156,堡林,2022-08-19 12:00,30.4,,1.9,230,88,.4,1.75,8,39
156,堡林,2022-08-19 13:00,31,,3.6,250,87,.7,2.28,7,40.4
156,堡林,2022-08-19 14:00,31.2,,3.8,230,77,.5,2.13,9,40.7
156,堡林,2022-08-19 15:00,31.5,,4.2,230,77,.9,2.56,8,43.6
156,堡林,2022-08-19 16:00,31.8,,4.3,230,78,.9,2.12,8,42.8
156,堡林,2022-08-19 17:00,30.3,,4.4,230,86,.5,1.26,9,36.7
156,堡林,2022-08-19 18:00,29.4,,2.7,230,90,0,.48,10,32.5
156,堡林,2022-08-19 19:00,28.8,,3.5,230,97,0,.13,10,30.4
156,堡林,2022-08-19 20:00,28.3,,3.2,230,97,0,.05,10,29
156,堡林,2022-08-19 21:00,27.8,,3.1,230,99,,,10,28.2
156,堡林,2022-08-19 22:00,27.7,,3.6,230,99,,,10,28
156,堡林,2022-08-19 23:00,27.4,,3.2,230,99,,,5,27.7
156,堡林,2022-08-20 00:00,27.3,,3.2,230,99,,,7,27.3
156,堡林,2022-08-20 01:00,27.3,,2,230,99,,,8,27.3
156,堡林,2022-08-20 02:00,27.3,,2.5,230,99,,,5,27.5
156,堡林,2022-08-20 03:00,27.3,,2.4,230,99,,,6,27.3
156,堡林,2022-08-20 04:00,27.2,,2.9,230,99,,,3,27.4
156,堡林,2022-08-20 05:00,27,,2.4,230,99,,,10,27.4
156,堡林,2022-08-20 06:00,26.9,0,2.9,230,99,0,.05,10,27.3
156,堡林,2022-08-20 07:00,26.6,.2,2,230,99,0,.08,10,27.5
156,堡林,2022-08-20 08:00,26.8,0,1.7,230,99,0,.12,10,27.8
156,堡林,2022-08-20 09:00,26.7,1,1.4,200,99,0,.16,10,27.8
156,堡林,2022-08-20 10:00,26.7,14.2,.8,270,99,0,.14,10,27.4
156,堡林,2022-08-20 11:00,25.8,13.4,.7,270,99,0,.18,10,26.7
156,堡林,2022-08-20 12:00,26.1,3,.9,270,99,0,.46,10,28.6
156,堡林,2022-08-20 13:00,27.6,.4,0,0,99,0,1.15,9,33.1
156,堡林,2022-08-20 14:00,27.4,,.3,0,99,0,1.08,9,31.1
156,堡林,2022-08-20 15:00,26.3,0,.4,0,99,0,.24,9,28.5
156,堡林,2022-08-20 16:00,27.9,,.8,230,97,.1,.87,9,32.5
156,堡林,2022-08-20 17:00,27.8,,1.1,230,97,.3,1.12,8,30.5
156,堡林,2022-08-20 18:00,28.8,,.2,0,94,.3,.54,3,29.4
156,堡林,2022-08-20 19:00,27.5,,.7,320,98,.7,.36,5,27.3
156,堡林,2022-08-20 20:00,26.3,,1,290,99,0,.06,6,26
156,堡林,2022-08-20 21:00,25.6,,.6,290,99,,,3,25.2
156,堡林,2022-08-20 22:00,25.1,,.7,250,99,,,4,25
156,堡林,2022-08-20 23:00,24.9,,.6,250,99,,,5,24.3
156,堡林,2022-08-21 00:00,24.8,,.7,270,99,,,1,25
156,堡林,2022-08-21 01:00,24.7,,0,0,99,,,6,24.9
156,堡林,2022-08-21 02:00,24.6,,0,0,99,,,8,25.3
156,堡林,2022-08-21 03:00,24.5,,.3,0,99,,,8,25.5
156,堡林,2022-08-21 04:00,24.5,,.8,70,99,,,8,25.4
156,堡林,2022-08-21 05:00,24.3,,1.1,70,99,,,7,25.4
156,堡林,2022-08-21 06:00,24.2,,.5,50,99,0,.05,9,25.4
156,堡林,2022-08-21 07:00,24.4,,.7,70,99,.1,.19,4,25.5
156,堡林,2022-08-21 08:00,25.8,,0,0,98,.8,.75,4,26.6
156,堡林,2022-08-21 09:00,26.9,,.1,0,95,1,1.46,8,30.2
156,堡林,2022-08-21 10:00,27.9,,.4,0,95,.3,1.47,7,32.8
156,堡林,2022-08-21 11:00,28.8,,.6,320,86,.6,1.95,8,36.8
156,堡林,2022-08-21 12:00,30.2,,.7,320,82,.6,2.1,7,37.5
156,堡林,2022-08-21 13:00,31.3,,.6,270,73,.7,2.59,8,41.3
156,堡林,2022-08-21 14:00,30,,.7,320,73,.2,1.36,9,34.9
156,堡林,2022-08-21 15:00,31.6,,1.4,230,68,.5,1.78,6,38
156,堡林,2022-08-21 16:00,31.1,,1.1,250,76,.8,2.2,8,37.7
156,堡林,2022-08-21 17:00,29.8,,.9,270,81,.4,1.23,9,34
156,堡林,2022-08-21 18:00,29.5,,.2,0,84,.4,.59,9,31.8
156,堡林,2022-08-21 19:00,28.2,,.9,290,89,.3,.33,8,29.9
156,堡林,2022-08-21 20:00,27.3,,.6,290,96,0,.05,7,28.1
156,堡林,2022-08-21 21:00,26.8,,.6,250,97,,,8,27.2
156,堡林,2022-08-21 22:00,26,,1,230,99,,,1,26.4
156,堡林,2022-08-21 23:00,25.7,,.5,250,99,,,5,25.8
156,堡林,2022-08-22 00:00,25.4,,1.8,230,99,,,5,25.5
156,堡林,2022-08-22 01:00,25.3,,.6,230,99,,,7,25
156,堡林,2022-08-22 02:00,25.2,,.6,250,99,,,6,24.7
156,堡林,2022-08-22 03:00,25.1,,0,0,99,,,6,25.4
156,堡林,2022-08-22 04:00,25,,0,0,99,,,8,25.7
156,堡林,2022-08-22 05:00,24.7,,.4,0,99,,,8,24.8
156,堡林,2022-08-22 06:00,24.1,,0,0,99,0,.05,9,24.4
156,堡林,2022-08-22 07:00,24.6,,.2,0,99,0,.19,4,25
156,堡林,2022-08-22 08:00,25.6,,.1,0,99,.6,.68,5,26.6
156,堡林,2022-08-22 09:00,27.3,,.5,90,96,.6,1.34,5,29.3
156,堡林,2022-08-22 10:00,28.6,,1.2,200,74,.9,2.04,3,43
156,堡林,2022-08-22 11:00,30,,1.6,230,73,1,2.85,5,47.9
156,堡林,2022-08-22 12:00,30.9,,2,230,63,1,3.36,6,56.6
156,堡林,2022-08-22 13:00,31.9,,2.6,230,60,1,3.45,3,55.9
156,堡林,2022-08-22 14:00,32.5,,2.2,230,56,1,3.32,2,56
156,堡林,2022-08-22 15:00,32.1,,2,230,53,1,2.99,4,53.1
156,堡林,2022-08-22 16:00,32.3,,2.5,230,54,1,2.33,8,49.9
156,堡林,2022-08-22 17:00,30.3,,2.6,270,61,.7,1.25,8,35.4
156,堡林,2022-08-22 18:00,30.1,,1.5,250,67,.3,.72,9,33.7
156,堡林,2022-08-22 19:00,28.6,,1.8,270,78,0,.25,6,28.9
156,堡林,2022-08-22 20:00,27.9,,1.4,250,83,0,.05,5,27
156,堡林,2022-08-22 21:00,27.6,,1.8,200,84,,,8,26.6
156,堡林,2022-08-22 22:00,27,,.8,200,89,,,9,26.3
156,堡林,2022-08-22 23:00,26.6,,.3,0,91,,,8,25.7
156,堡林,2022-08-23 00:00,26.8,,1.2,200,87,,,10,26
156,堡林,2022-08-23 01:00,26.2,,.7,230,90,,,10,25.7
156,堡林,2022-08-23 02:00,26.2,,.1,0,90,,,10,25.8
156,堡林,2022-08-23 03:00,25.9,,.6,200,92,,,10,25.7
156,堡林,2022-08-23 04:00,26,,0,0,91,,,10,25.7
156,堡林,2022-08-23 05:00,25.8,0,.1,0,95,,,10,25.7
156,堡林,2022-08-23 06:00,25.4,0,.3,0,99,0,.05,10,25.6
156,堡林,2022-08-23 07:00,25.6,,.6,90,99,0,.13,10,26.4
156,堡林,2022-08-23 08:00,26.4,,0,0,97,0,.32,10,28.4
156,堡林,2022-08-23 09:00,27.3,,1.4,200,97,0,.51,10,31
156,堡林,2022-08-23 10:00,27.5,,1.4,250,91,0,.84,10,31.7
156,堡林,2022-08-23 11:00,27.6,,2.3,230,96,0,.53,9,31.9
156,堡林,2022-08-23 12:00,27.9,,1,200,96,0,.66,10,32.6
156,堡林,2022-08-23 13:00,28.4,,1.6,200,97,0,.98,10,34.9
156,堡林,2022-08-23 14:00,28,0,1.5,250,98,0,.49,10,31.9
156,堡林,2022-08-23 15:00,28.4,0,2.2,230,99,0,.6,10,32.9
156,堡林,2022-08-23 16:00,28.3,0,1.9,230,99,0,.62,10,31
156,堡林,2022-08-23 17:00,27.3,.5,1.2,290,99,0,.27,10,28.8
156,堡林,2022-08-23 18:00,26.8,0,.6,340,99,0,.2,10,28.1
156,堡林,2022-08-23 19:00,25.1,22.2,1.7,50,99,0,.07,10,25.4
156,堡林,2022-08-23 20:00,25.3,2,.7,90,99,0,.06,10,26
156,堡林,2022-08-23 21:00,25.3,0,.2,0,99,,,10,26.2
156,堡林,2022-08-23 22:00,25.2,,.1,0,99,,,10,26.2
156,堡林,2022-08-23 23:00,24.8,,.5,290,99,,,7,25.9
156,堡林,2022-08-24 00:00,24.6,,.3,0,99,,,9,25.6
156,堡林,2022-08-24 01:00,24.3,,.2,0,99,,,9,25.3
156,堡林,2022-08-24 02:00,23.6,.1,.3,0,99,,,10,24.9
156,堡林,2022-08-24 03:00,23.3,.4,0,0,99,,,10,24.9
156,堡林,2022-08-24 04:00,22.9,1.2,.1,0,99,,,10,24.6
156,堡林,2022-08-24 05:00,23.3,.7,0,0,99,,,10,24.9
156,堡林,2022-08-24 06:00,23.4,,0,0,99,0,.06,9,24.8
156,堡林,2022-08-24 07:00,23.4,,.6,270,99,0,.09,8,25.1
156,堡林,2022-08-24 08:00,23.6,,1.1,250,99,0,.29,10,26.2
156,堡林,2022-08-24 09:00,24.3,,.7,270,99,0,.73,7,28.5
156,堡林,2022-08-24 10:00,25.6,,0,0,98,0,1.19,10,31.3
156,堡林,2022-08-24 11:00,26.4,,.1,0,97,.1,1.43,10,32.2
156,堡林,2022-08-24 12:00,26.9,,.7,110,91,0,1.18,10,33.2
156,堡林,2022-08-24 13:00,27.9,,.8,110,92,.2,1.51,8,34.6
156,堡林,2022-08-24 14:00,29.9,,1.2,230,73,.8,2.67,6,40.5
156,堡林,2022-08-24 15:00,30.6,,2.3,230,68,.6,2.22,8,40.3
156,堡林,2022-08-24 16:00,28.6,,1.3,270,76,.3,1.42,8,32.9
156,堡林,2022-08-24 17:00,28,,.6,340,80,.4,1.2,7,30.6
156,堡林,2022-08-24 18:00,28.3,,1.4,250,75,.9,1.01,6,29.7
156,堡林,2022-08-24 19:00,26.6,,1.3,270,84,.6,.29,4,26.3
156,堡林,2022-08-24 20:00,25.6,,1.3,250,89,0,.06,3,25
156,堡林,2022-08-24 21:00,25.3,,1,230,89,,,8,25.2
156,堡林,2022-08-24 22:00,24.5,,1.6,230,94,,,4,24.6
156,堡林,2022-08-24 23:00,24,,1.8,230,93,,,4,24.4
156,堡林,2022-08-25 00:00,23.6,,.7,230,94,,,3,23.5
156,堡林,2022-08-25 01:00,23.3,,1.8,230,96,,,5,23
156,堡林,2022-08-25 02:00,22.9,,1.2,200,97,,,6,22.5
156,堡林,2022-08-25 03:00,23,,1.1,200,98,,,7,22.9
156,堡林,2022-08-25 04:00,22.7,,1.1,200,99,,,5,22.3
156,堡林,2022-08-25 05:00,22.2,,.2,0,99,,,7,22
156,堡林,2022-08-25 06:00,22,,0,0,99,0,.05,5,22
156,堡林,2022-08-25 07:00,22.3,,.5,230,99,.1,.16,4,22.5
156,堡林,2022-08-25 08:00,23.5,,0,0,98,.7,.71,3,26.3
156,堡林,2022-08-25 09:00,25,,1,230,91,.8,1.46,3,33.3
156,堡林,2022-08-25 10:00,25.4,,.6,250,87,.8,1.86,3,34
156,堡林,2022-08-25 11:00,27,,1.3,230,78,.9,2.65,7,42.1
156,堡林,2022-08-25 12:00,28.1,,.9,270,70,.8,2.63,7,43.9
156,堡林,2022-08-25 13:00,27.8,,.9,360,73,.6,2.4,7,37.5
156,堡林,2022-08-25 14:00,29.1,,1.3,320,64,.7,2.15,7,42.2
156,堡林,2022-08-25 15:00,29.6,,1.1,290,60,1,2.97,5,44.8
156,堡林,2022-08-25 16:00,29.1,,1.1,320,64,1,2.3,8,40.8
156,堡林,2022-08-25 17:00,27.3,,1.2,320,62,.3,1.23,9,35.1
156,堡林,2022-08-25 18:00,25.6,,2.1,20,66,.5,.86,8,29.3
156,堡林,2022-08-25 19:00,24.7,,1,320,68,0,.19,5,25.4
156,堡林,2022-08-25 20:00,23.9,,.5,50,70,0,.05,5,24
156,堡林,2022-08-25 21:00,24,,1.1,50,68,,,7,23.8
156,堡林,2022-08-25 22:00,23,,1.8,70,73,,,8,23.4
156,堡林,2022-08-25 23:00,22.2,,2.5,70,71,,,9,22.8
156,堡林,2022-08-26 00:00,22,,1.1,70,70,,,7,22.4
156,堡林,2022-08-26 01:00,21.9,,1.4,70,71,,,8,22.3
156,堡林,2022-08-26 02:00,21.7,,.6,50,72,,,10,21.7
156,堡林,2022-08-26 03:00,21.4,,1,50,76,,,9,21.2
156,堡林,2022-08-26 04:00,21.7,,.7,70,73,,,9,21.8
156,堡林,2022-08-26 05:00,21.9,,1.2,50,73,,,9,21.9
156,堡林,2022-08-26 06:00,21.4,,1.3,70,79,,.05,7,21.9
156,堡林,2022-08-26 07:00,21.3,,1.5,70,77,.1,.18,6,21.6
156,堡林,2022-08-26 08:00,22.8,,1.6,50,70,1,.87,0,24
156,堡林,2022-08-26 09:00,23.8,,1.8,70,63,1,1.66,2,32.7
156,堡林,2022-08-26 10:00,25.3,,1.5,70,62,1,2.38,2,37.4
156,堡林,2022-08-26 11:00,26.2,,.7,360,59,1,2.91,0,44.3
156,堡林,2022-08-26 12:00,27.1,,1.8,20,57,1,3.2,0,49.3
156,堡林,2022-08-26 13:00,27.8,,.6,110,56,1,3.43,0,52.7
156,堡林,2022-08-26 14:00,28.6,,1.1,360,51,1,3.3,0,53
156,堡林,2022-08-26 15:00,28.9,,1.5,320,52,1,3,0,51
156,堡林,2022-08-26 16:00,28.8,,1.3,290,55,1,2.5,0,45.1
156,堡林,2022-08-26 17:00,27.9,,1.5,290,59,1,1.68,3,35.9
156,堡林,2022-08-26 18:00,26.9,,1.1,340,68,.7,.75,7,31.6
156,堡林,2022-08-26 19:00,25,,1.3,340,76,.6,.33,0,27
156,堡林,2022-08-26 20:00,24.2,,1,320,79,0,.05,2,24.9
156,堡林,2022-08-26 21:00,23.6,,.2,0,84,,,4,23.9
156,堡林,2022-08-26 22:00,23.1,,1,50,88,,,3,23.2
156,堡林,2022-08-26 23:00,23,,.5,50,87,,,2,22.7
156,堡林,2022-08-27 00:00,22.5,,.2,0,91,,,2,22.4
156,堡林,2022-08-27 01:00,22.3,,0,0,93,,,3,21.9
156,堡林,2022-08-27 02:00,22.3,,.6,230,96,,,6,22.2
156,堡林,2022-08-27 03:00,21.8,,.1,0,98,,,0,21.5
156,堡林,2022-08-27 04:00,21.5,,0,0,99,,,2,21.1
156,堡林,2022-08-27 05:00,21.5,,.1,0,99,,,1,22
156,堡林,2022-08-27 06:00,21.2,,0,0,99,,,10,22.3
156,堡林,2022-08-27 07:00,22,,0,0,99,0,.1,10,23
156,堡林,2022-08-27 08:00,22,,1,270,98,0,.25,10,24.1
156,堡林,2022-08-27 09:00,23,,1.2,250,97,0,.65,10,28
156,堡林,2022-08-27 10:00,23.6,,.9,270,94,0,1.05,10,31.5
156,堡林,2022-08-27 11:00,24.8,,.5,230,83,.2,1.7,10,34.7
156,堡林,2022-08-27 12:00,25.6,,1.4,270,70,.2,1.84,3,41.6
156,堡林,2022-08-27 13:00,26.1,,1.2,230,50,.9,2.96,4,50.1
156,堡林,2022-08-27 14:00,25.8,,1.4,230,54,.9,3.1,8,44.4
156,堡林,2022-08-27 15:00,25.3,,1.4,230,43,.3,1.47,8,37.5
156,堡林,2022-08-27 16:00,25.8,,2.1,180,46,.9,2.31,0,40.8
156,堡林,2022-08-27 17:00,25.8,,1.1,230,47,1,1.87,0,32.7
156,堡林,2022-08-27 18:00,24.8,,1.4,200,49,1,1.06,3,26.9
156,堡林,2022-08-27 19:00,23,,1.7,200,57,.7,.32,0,23.4
156,堡林,2022-08-27 20:00,21.8,,1.4,200,65,0,.05,1,21.6
156,堡林,2022-08-27 21:00,20.8,,.9,200,70,,,0,20.3
156,堡林,2022-08-27 22:00,19.7,,1.5,230,77,,,0,19.6
156,堡林,2022-08-27 23:00,19.3,,1.5,230,81,,,0,19
156,堡林,2022-08-28 00:00,19.5,,1.9,200,78,,,0,18.7
156,堡林,2022-08-28 01:00,18.7,,1.7,230,82,,,8,18.8
156,堡林,2022-08-28 02:00,18.2,,1.5,200,84,,,6,18
156,堡林,2022-08-28 03:00,18.3,,1.7,230,84,,,0,17.2
156,堡林,2022-08-28 04:00,18,,2.2,230,87,,,4,17.1
156,堡林,2022-08-28 05:00,17.7,,1.2,230,85,,,6,17.5
156,堡林,2022-08-28 06:00,18.3,,1.4,200,83,,,8,18.2
156,堡林,2022-08-28 07:00,18.8,,1,230,82,0,.14,10,19.4
156,堡林,2022-08-28 08:00,19.6,,1.2,230,76,0,.47,8,22.2
156,堡林,2022-08-28 09:00,20.8,,1.8,230,70,.4,1.16,7,29.2
156,堡林,2022-08-28 10:00,22.5,,.8,230,66,1,2.1,7,36.8
156,堡林,2022-08-28 11:00,24.6,,1,230,55,1,2.74,6,43.6
156,堡林,2022-08-28 12:00,26.5,,.6,250,51,1,2.97,7,47.8
156,堡林,2022-08-28 13:00,27.2,,2.9,230,49,1,2.92,7,51.2
156,堡林,2022-08-28 14:00,27.6,,2,230,49,.9,2.54,7,47.5
156,堡林,2022-08-28 15:00,27.6,,2.1,230,47,1,2.89,6,46.1
156,堡林,2022-08-28 16:00,28.4,,1.8,230,47,1,2.41,7,43.5
156,堡林,2022-08-28 17:00,26.6,,1.8,230,53,.3,1.06,7,34.9
156,堡林,2022-08-28 18:00,25.6,,2,230,56,.1,.55,9,29.6
156,堡林,2022-08-28 19:00,24.9,,2,230,57,.2,.23,10,26.9
156,堡林,2022-08-28 20:00,24.5,,1.7,230,58,0,.05,9,25.2
156,堡林,2022-08-28 21:00,23.8,,.2,0,65,,,9,24.1
156,堡林,2022-08-28 22:00,23.4,,1,230,67,,,9,24
156,堡林,2022-08-28 23:00,22.6,,.9,230,70,,,9,23.1
156,堡林,2022-08-29 00:00,22.6,,.9,250,80,,,0,23
156,堡林,2022-08-29 01:00,22,,.1,0,83,,,9,21.9
156,堡林,2022-08-29 02:00,21.3,,.7,250,90,,,8,21.1
156,堡林,2022-08-29 03:00,20.4,,.7,140,88,,,7,20.4
156,堡林,2022-08-29 04:00,20.3,,1.2,140,88,,,9,20.5
156,堡林,2022-08-29 05:00,19.9,,1,90,92,,,7,20.5
156,堡林,2022-08-29 06:00,20,,1.1,70,90,,,5,20.1
156,堡林,2022-08-29 07:00,20.1,,1.1,70,90,0,.14,9,21.8
156,堡林,2022-08-29 08:00,20.7,,1.7,90,85,0,.47,10,24.3
156,堡林,2022-08-29 09:00,21.2,,1.6,70,82,0,.52,9,25.1
156,堡林,2022-08-29 10:00,22.1,,1,70,78,0,.64,8,27.6
156,堡林,2022-08-29 11:00,23.2,,1.9,90,78,0,1.02,10,30.9
156,堡林,2022-08-29 12:00,21.2,0,1.6,70,91,0,.52,10,25
156,堡林,2022-08-29 13:00,22.2,0,2,90,94,0,.73,10,27.9
156,堡林,2022-08-29 14:00,22.4,0,2.5,90,89,0,.91,10,27.1
156,堡林,2022-08-29 15:00,22.6,0,2,90,88,0,.66,10,26.5
156,堡林,2022-08-29 16:00,22.8,,2.1,70,90,0,.44,10,26.8
156,堡林,2022-08-29 17:00,23.3,,2,70,88,0,.49,10,28.1
156,堡林,2022-08-29 18:00,23.2,,1.9,70,83,0,.37,10,26.2
156,堡林,2022-08-29 19:00,22.8,,1.4,70,88,0,.15,10,24
156,堡林,2022-08-29 20:00,22.8,,1.3,70,90,0,.06,10,23.8
156,堡林,2022-08-29 21:00,22.6,,.8,50,92,,,9,23.6
156,堡林,2022-08-29 22:00,22.5,,1.2,90,92,,,8,23
156,堡林,2022-08-29 23:00,22.4,,.9,70,92,,,3,23
156,堡林,2022-08-30 00:00,22.4,,.4,0,93,,,0,23
156,堡林,2022-08-30 01:00,22.2,,.5,70,94,,,9,22.9
156,堡林,2022-08-30 02:00,22.4,,.1,0,95,,,7,23.2
156,堡林,2022-08-30 03:00,22.3,,.7,50,96,,,7,23.2
156,堡林,2022-08-30 04:00,22.3,,0,0,97,,,10,23.1
156,堡林,2022-08-30 05:00,22,,.1,0,97,,,10,23
156,堡林,2022-08-30 06:00,22.2,,.1,0,98,,,10,22.6
156,堡林,2022-08-30 07:00,22.5,,.6,90,98,0,.12,10,23.6
156,堡林,2022-08-30 08:00,24.1,,.2,0,93,.1,.6,10,28.2
156,堡林,2022-08-30 09:00,24.8,,.8,140,93,0,.66,10,28.7
156,堡林,2022-08-30 10:00,25.9,,.2,0,91,0,.69,9,32.5
156,堡林,2022-08-30 11:00,26.2,,.9,230,93,0,.69,8,30.6
156,堡林,2022-08-30 12:00,27.1,,2.9,230,91,0,.92,6,33.9
156,堡林,2022-08-30 13:00,27.6,,2.6,200,90,0,1.26,9,38.6
156,堡林,2022-08-30 14:00,26.7,0,1.3,230,97,0,.86,10,31.5
156,堡林,2022-08-30 15:00,26.4,0,1.4,200,98,0,.43,10,29.6
156,堡林,2022-08-30 16:00,26.7,.1,1.6,200,98,0,.51,10,29.5
156,堡林,2022-08-30 17:00,27,0,2.4,200,97,0,.59,10,29.3
156,堡林,2022-08-30 18:00,26.7,,2,200,98,0,.35,10,28.3
156,堡林,2022-08-30 19:00,26.4,,2.7,200,98,0,.19,8,26.8
156,堡林,2022-08-30 20:00,24.8,1.2,.8,200,99,0,.05,10,25.7
156,堡林,2022-08-30 21:00,25,0,2,200,99,,,10,25.1
156,堡林,2022-08-30 22:00,24.5,0,.9,200,99,,,10,25
156,堡林,2022-08-30 23:00,24.6,0,1.7,200,99,,,10,24.8
156,堡林,2022-08-31 00:00,24.1,0,1.1,230,99,,,10,24.8
156,堡林,2022-08-31 01:00,23.6,2.2,1.3,230,99,,,10,24.6
156,堡林,2022-08-31 02:00,23.5,.2,.7,250,99,,,10,24.6
156,堡林,2022-08-31 03:00,23.4,,1,230,99,,,9,24.4
156,堡林,2022-08-31 04:00,23.1,.2,.5,270,99,,,10,24.3
156,堡林,2022-08-31 05:00,22.6,.1,.3,0,99,,,10,23.9
156,堡林,2022-08-31 06:00,22,.7,.5,270,99,,,10,23.3
156,堡林,2022-08-31 07:00,21.9,.3,.1,0,99,0,.08,10,23.4
156,堡林,2022-08-31 08:00,21.8,.7,1.3,290,99,0,.25,10,24.5
156,堡林,2022-08-31 09:00,21.8,,.9,50,99,0,.38,9,24.6
156,堡林,2022-08-31 10:00,22.9,,1.3,90,99,0,.93,8,28
156,堡林,2022-08-31 11:00,23.1,,.6,110,98,0,.92,8,27.2
156,堡林,2022-08-31 12:00,23.8,,.7,180,93,0,.96,9,28.4
156,堡林,2022-08-31 13:00,24.3,,1.6,140,85,0,1.47,8,29.8
156,堡林,2022-08-31 14:00,26,,2.7,140,77,.4,2.05,9,34.8
156,堡林,2022-08-31 15:00,25.7,,2.1,160,73,.6,1.86,9,31.1
156,堡林,2022-08-31 16:00,25.8,,1.4,140,72,.7,2.22,8,31.2
156,堡林,2022-08-31 17:00,25.3,,1.1,140,74,.7,1.21,6,27.2
156,堡林,2022-08-31 18:00,24.6,,1.7,140,83,.4,.62,8,25.9
156,堡林,2022-08-31 19:00,23.2,,1.5,200,92,0,.16,9,23.6
156,堡林,2022-08-31 20:00,22.4,,.5,90,97,0,.05,8,22.5
156,堡林,2022-08-31 21:00,21.7,,.4,0,98,,,8,22
156,堡林,2022-08-31 22:00,21.6,,1,70,98,,,9,21.6
156,堡林,2022-08-31 23:00,21.6,,.7,70,99,,,8,21.4
